"","Location","Sample_MSB","Sample_AM","Sample_NK","lat","lon","Bulk_soil_density","Sand_content","Clay_content","Silt_content","Organic_content","Museum_num","Species_name","Lat","Long","Hind_foot_length"
"128","3.5KE.HUANC","MSB57198","","",-17.6667,-67.45,1.29999995231628,47,22,30,12.1000003814697,"AM263036","Ctenomys opimus",-17.66667,-67.45,43
"129","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260809","Ctenomys boliviensis",-17.65,-62.75,39
"130","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"MSB55359","Ctenomys boliviensis",-17.65,-62.75,37
"131","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260811","Ctenomys boliviensis",-17.65,-62.75,40
"132","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260814","Ctenomys boliviensis",-17.65,-62.75,40
"133","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"MSB55356","Ctenomys boliviensis",-17.65,-62.75,44
"134","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260810","Ctenomys boliviensis",-17.65,-62.75,40
"135","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260813","Ctenomys boliviensis",-17.65,-62.75,44
"136","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260815","Ctenomys boliviensis",-17.65,-62.75,44
"137","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260812","Ctenomys boliviensis",-17.65,-62.75,46
"138","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260807","Ctenomys boliviensis",-17.65,-62.75,37
"139","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"MSB55357","Ctenomys boliviensis",-17.65,-62.75,45
"140","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260804","Ctenomys boliviensis",-17.65,-62.75,46
"141","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260805","Ctenomys boliviensis",-17.65,-62.75,41
"142","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260808","Ctenomys boliviensis",-17.65,-62.75,41
"143","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"AM260806","Ctenomys boliviensis",-17.65,-62.75,45
"144","3.5KMW.ES.PAIL","MSB55359","","",-17.65,-62.75,1.39999997615814,48,34,18,13.3000001907349,"MSB55358","Ctenomys boliviensis",-17.65,-62.75,44
"145","4K.S.BUENA-V","","","NK15172",-17.46667,-63.7,1.29999995231628,53,24,23,14.6000003814697,"MSB","Ctenomys steinbachi",-17.46667,-63.7,41
"146","4K.S.BUENA-V","","","NK15172",-17.46667,-63.7,1.29999995231628,53,24,23,14.6000003814697,"MSB","Ctenomys steinbachi",-17.46667,-63.7,35
"147","4K.S.BUENA-V","","","NK15172",-17.46667,-63.7,1.29999995231628,53,24,23,14.6000003814697,"MSB","Ctenomys steinbachi",-17.46667,-63.7,48
"148","4K.S.BUENA-V","","","NK15172",-17.46667,-63.7,1.29999995231628,53,24,23,14.6000003814697,"MSB","Ctenomys steinbachi",-17.46667,-63.7,46
"149","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260855","Ctenomys steinbachi",-17.21667,-63.7,34
"150","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"MSB55369","Ctenomys steinbachi",-17.21667,-63.7,43
"151","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260854","Ctenomys steinbachi",-17.21667,-63.7,50
"152","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"MSB55371","Ctenomys steinbachi",-17.21667,-63.7,42
"153","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260852","Ctenomys steinbachi",-17.21667,-63.7,45
"154","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260851","Ctenomys steinbachi",-17.21667,-63.7,44
"155","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"MSB55370","Ctenomys steinbachi",-17.21667,-63.7,45
"156","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260853","Ctenomys steinbachi",-17.21667,-63.7,42
"157","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260858","Ctenomys steinbachi",-17.21667,-63.7,44
"158","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"MSB55368","Ctenomys steinbachi",-17.21667,-63.7,38
"159","6K.N.BUEN-RETIR","MSB55368","","",-17.2167,-63.7,1.29999995231628,46,26,28,16.2000007629395,"AM260859","Ctenomys steinbachi",-17.21667,-63.7,45
"160","7KN,38KW ROBERE","MSB55367","","",-18.27,-60.12,1.29999995231628,55,28,18,11.3999996185303,"AM260836","Ctenomys yatesi",-18.27,-60.12,35
"161","7KN,38KW ROBERE","MSB55367","","",-18.27,-60.12,1.29999995231628,55,28,18,11.3999996185303,"MSB55367","Ctenomys yatesi",-18.27,-60.12,30
"162","7KN,38KW ROBERE","MSB55367","","",-18.27,-60.12,1.29999995231628,55,28,18,11.3999996185303,"AM260835","Ctenomys yatesi",-18.27,-60.12,30
"163","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"MSB57194","Ctenomys opimus",-19.13333,-66.11667,47
"164","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"AM263030","Ctenomys opimus",-19.13333,-66.11667,36.5
"165","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"AM263033","Ctenomys opimus",-19.13333,-66.11667,38
"166","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"MSB57195","Ctenomys opimus",-19.13333,-66.11667,39
"167","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"AM263031","Ctenomys opimus",-19.13333,-66.11667,36.5
"168","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"MSB57196","Ctenomys opimus",-19.13333,-66.11667,41
"169","7KS.4KE.CRUC.V","MSB57196","","",-19.1333,-66.11667,1.29999995231628,47,30,23,18.8999996185303,"AM263034","Ctenomys opimus",-19.13333,-66.11667,37
"170","8K.W.RAN. TAMBO","MSB57188","","",-21.4667,-64.26667,1.20000004768372,42,31,27,23.5,"AM263010","Ctenomys frater",-21.46667,-64.26667,36
