Museum_num,Species_name,Location,Lat,Long,Hind_foot_length,Bulk_soil_density,Sand_content,Clay_content,Silt_content,Organic_content
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,40,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,40,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,42,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,42,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,42,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,43,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,43,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,45,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,46,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,46,,,,,
MSB,Ctenomys steinbachi,2K.S.BUENA-V,-17.46667,-63.68333,53,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,36,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,37,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,39,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,40,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,43,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,43,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,43,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,44,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,45,,,,,
MSB,Ctenomys steinbachi,2K.S.CARANDA,-17.55,-63.53333,49,,,,,
MSB,Ctenomys steinbachi,4K.S.BUENA-V,-17.46667,-63.7,35,,,,,
MSB,Ctenomys steinbachi,4K.S.BUENA-V,-17.46667,-63.7,41,,,,,
MSB,Ctenomys steinbachi,4K.S.BUENA-V,-17.46667,-63.7,46,,,,,
MSB,Ctenomys steinbachi,4K.S.BUENA-V,-17.46667,-63.7,48,,,,,
AM260855,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,34,,,,,
MSB55368,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,38,,,,,
AM260853,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,42,,,,,
MSB55371,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,42,,,,,
MSB55369,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,43,,,,,
AM260851,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,44,,,,,
AM260858,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,44,,,,,
AM260852,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,45,,,,,
AM260859,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,45,,,,,
MSB55370,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,45,,,,,
AM260854,Ctenomys steinbachi,6K.N.BUEN-RETIR,-17.21667,-63.7,50,,,,,
AM260835,Ctenomys yatesi,"7KN,38KW ROBERE",-18.27,-60.12,30,,,,,
MSB55367,Ctenomys yatesi,"7KN,38KW ROBERE",-18.27,-60.12,30,,,,,
AM260836,Ctenomys yatesi,"7KN,38KW ROBERE",-18.27,-60.12,35,,,,,
AM260816,Unknown,9KN10KW.ROBERE,-18.14,-59.51,40,,,,,
AM260817,Unknown,9KN10KW.ROBERE,-18.14,-59.51,38,,,,,
AM260818,Unknown,9KN10KW.ROBERE,-18.14,-59.51,45,,,,,
MSB55362,Unknown,9KN10KW.ROBERE,-18.14,-59.51,37,,,,,
MSB55361,Unknown,9KN10KW.ROBERE,-18.14,-59.51,40,,,,,
